noDataCast,femaleCast,maleCast,noDataCrew,femaleCrew,maleCrew,tmdbId,movieId,imdbId
7,3,12,8,0,9,12233,709,95776
0,1,6,1,0,5,23449,710,115851
1,1,5,0,0,2,36355,711,116322
0,2,5,0,1,1,37667,712,109374
4,2,2,1,2,0,90148,713,110712
2,2,14,9,4,8,922,714,112817
15,2,12,3,2,4,11876,715,113362
9,4,5,9,0,4,52633,716,73778
5,6,6,9,0,2,62364,717,112546
5,4,6,3,0,4,11687,718,108500
6,8,15,4,3,12,9304,719,117108
3,3,3,2,0,0,73183,722,113270
2,0,0,4,0,0,131232,723,92123
1,9,5,0,0,7,9100,724,115963
0,1,18,4,1,6,20759,725,116448
2,4,8,0,0,4,46063,726,116827
0,0,0,0,0,0,365371,727,114894
7,8,11,3,0,3,32513,728,112701
1,1,2,2,0,4,40651,729,113429
2,3,10,2,0,5,36915,731,116508
7,3,11,9,1,6,40507,732,117260
4,1,21,9,4,17,9802,733,117500
0,2,5,11,5,7,25697,734,116405
18,1,4,23,2,6,21588,735,109592
1,4,11,53,8,29,664,736,117998
5,6,9,2,1,8,11867,737,115624
5,2,1,0,1,2,47119,738,113145
4,2,2,1,0,0,314352,739,116559
15,2,5,19,0,12,9323,741,113568
0,3,7,1,0,7,10280,742,117894
5,7,26,2,0,11,10535,743,117723
1,1,3,5,1,2,124613,744,112586
0,1,1,14,1,5,532,745,112691
2,2,7,4,0,3,26744,746,40366
5,4,13,3,1,3,16299,747,117768
5,6,12,48,4,11,10547,748,115571
3,3,7,1,0,2,245268,749,31612
10,1,10,14,1,13,935,750,57012
4,2,5,2,0,2,55613,751,103926
3,0,0,0,0,2,215107,752,105737
3,2,2,17,1,7,41007,753,113849
3,7,5,0,0,2,35645,754,113188
4,1,7,2,1,1,110465,755,42644
5,4,1,3,0,0,255546,756,109381
2,4,5,5,0,6,40751,757,109688
2,0,0,1,0,0,275096,758,104606
0,0,0,1,0,0,85778,759,110480
7,1,5,7,0,8,11101,760,108211
1,3,11,1,0,5,9826,761,117331
2,7,9,13,3,12,9879,762,117765
1,2,5,0,0,1,63564,763,116833
6,4,4,0,0,2,22621,764,113280
1,5,4,0,0,5,7095,765,116669
4,8,11,1,8,5,26890,766,116594
0,4,7,1,0,4,46732,767,113211
11,0,4,1,0,1,124633,768,114494
14,0,0,5,0,0,202425,771,94265
0,0,0,1,0,0,196940,772,105201
6,0,1,3,0,0,77771,773,70820
9,0,0,2,0,0,181083,774,84898
2,7,9,24,2,15,41225,775,63715
0,0,0,1,0,1,188589,776,109191
0,1,4,0,0,2,87190,777,114122
5,6,12,30,1,13,627,778,117951
0,24,34,1,9,8,32872,779,118523
17,8,44,45,4,14,602,780,116629
3,4,10,1,0,3,14553,781,117737
1,2,7,5,6,10,9566,782,116277
2,4,11,18,3,14,10545,783,116583
3,4,10,2,0,9,9894,784,115798
8,9,16,12,2,17,11543,785,116778
0,3,15,90,5,32,9268,786,116213
0,0,0,2,0,0,52059,787,113147
5,4,12,0,1,10,9327,788,117218
0,2,2,0,1,0,123763,789,100990
2,1,4,3,0,3,81949,790,111546
0,0,0,0,0,1,42005,792,93199
0,0,1,1,0,0,124306,793,106810
2,0,1,1,0,1,183955,794,111180
0,1,7,1,0,2,44535,795,111237
4,0,0,1,0,2,44495,796,72362
7,2,2,2,0,1,78285,797,103207
2,5,11,66,7,20,11228,798,116040
0,6,10,17,5,9,10779,799,116365
3,6,12,12,3,9,26748,800,116905
1,4,2,0,2,1,38223,801,116493
3,3,10,2,1,7,9294,802,117333
2,4,4,4,6,2,49963,803,118113
0,5,3,1,1,6,11363,804,117628
0,7,16,0,1,12,1645,805,117913
0,0,3,9,24,91,31546,806,115530
11,2,1,3,1,2,77056,807,114266
1,2,6,20,5,6,36344,808,115493
1,2,12,0,0,2,18550,809,116320
0,1,3,9,4,15,11511,810,116756
2,1,2,2,2,0,172198,812,109356
1,2,7,4,1,6,34170,813,116823
2,0,5,1,0,0,281085,814,112568
1,3,6,5,2,3,109478,815,114170
1,1,2,4,2,3,124645,816,117999
4,5,6,1,3,8,12606,818,118073
3,2,2,0,0,1,69895,819,108220
8,2,11,21,0,7,35206,820,49521
5,0,1,1,0,0,151489,822,104403
6,2,4,7,0,7,4837,823,61495
2,1,6,4,0,4,12632,824,110246
7,1,2,1,0,2,9098,825,116164
2,3,3,0,0,1,282919,826,112865
1,2,1,1,0,0,124614,827,112716
1,2,6,2,0,2,18975,828,115472
2,2,5,2,0,5,11962,829,116707
4,11,9,42,7,23,2925,830,116313
1,0,4,2,0,1,28628,831,114550
13,5,20,2,3,11,3595,832,117438
1,4,7,1,0,9,9308,833,116531
4,0,2,2,0,2,92381,834,117332
1,7,6,2,1,0,18555,835,116353
44,6,25,7,0,16,12123,836,115857
0,5,4,2,1,6,10830,837,117008
3,9,7,23,8,10,3573,838,116191
3,4,8,0,0,12,10546,839,115986
1,5,5,0,0,2,18862,840,116571
5,1,4,6,1,6,31417,841,53459
3,4,6,16,5,9,9431,842,117826
0,0,0,1,0,0,124619,843,113695
5,0,0,1,0,0,297645,844,108227
3,0,1,3,0,0,48144,845,111424
34,7,16,1,0,2,46986,846,113080
0,1,4,6,0,2,144982,847,115680
0,3,4,2,0,0,47907,848,117718
1,4,12,14,4,15,10061,849,116225
9,2,4,4,0,4,36266,850,112767
1,6,13,8,3,16,549,851,115632
2,2,8,17,3,12,10478,852,117918
0,2,3,1,0,3,66634,853,104109
5,1,3,13,0,2,116690,854,51980
4,1,3,1,2,0,213917,855,100840
19,1,4,1,0,0,145925,856,107575
0,0,0,0,0,1,100914,857,42054
16,7,35,18,1,23,238,858,68646
8,2,12,9,1,5,159,860,109255
7,2,5,6,0,4,11134,861,104558
4,3,0,0,2,0,88224,862,116985
16,3,0,11,0,1,132641,864,114936
16,3,0,11,0,1,132641,134006,46468
16,3,0,11,0,1,132641,864,114936
16,3,0,11,0,1,132641,134006,46468
3,3,5,3,1,2,42758,865,114474
3,4,7,4,7,4,9303,866,115736
2,3,7,3,2,7,23945,867,115836
3,2,3,3,0,0,37820,868,101692
0,4,4,3,2,5,22479,869,116745
1,3,3,2,2,6,9054,870,119214
6,9,7,10,3,0,241058,871,116934
0,1,2,3,0,5,11985,872,109066
3,2,5,0,0,4,10232,873,75169
1,3,3,1,0,3,59569,874,113542
2,1,2,1,0,0,410921,875,110693
9,2,4,2,0,5,38955,876,106544
4,3,2,2,2,2,110513,877,116418
0,0,1,0,0,2,114089,878,112607
7,6,14,64,4,19,11015,879,120004
2,2,13,3,2,10,9306,880,116654
2,2,7,3,0,8,12559,881,116311
5,1,6,12,3,7,58770,882,117965
0,1,1,0,0,1,124851,884,114592
1,6,2,2,2,8,3587,885,115725
1,2,9,5,2,10,10723,886,115783
3,6,1,8,2,5,56077,887,120271
1,3,9,7,0,3,19004,888,113596
0,1,1,1,0,0,101230,889,109001
0,2,1,0,0,0,253632,890,94822
7,3,7,6,1,10,10987,891,113253
1,3,5,0,0,4,44705,892,117991
1,3,9,3,0,0,20318,893,117093
4,2,5,13,0,4,43596,894,24252
4,2,0,4,0,1,79782,895,105729
4,2,3,9,0,4,26933,896,111019
7,2,15,11,0,10,27854,897,35896
10,7,11,3,0,10,981,898,32904
3,9,7,5,1,17,872,899,45152
4,4,6,3,1,10,2769,900,43278
4,5,4,3,1,2,13320,901,50419
4,4,8,3,1,8,164,902,54698
0,5,5,8,1,19,426,903,52357
4,9,7,1,1,14,567,904,47396
4,2,11,3,0,8,3078,905,25316
23,9,13,9,0,15,13528,906,36855
2,3,7,5,1,11,28288,907,25164
36,10,44,17,0,18,213,908,53125
4,7,12,20,0,8,284,909,53604
19,7,18,30,0,10,239,910,53291
10,0,17,17,0,10,4808,911,56923
43,8,54,12,1,20,289,912,34583
1,3,18,9,0,14,963,913,33870
5,2,3,1,0,8,11113,914,58385
13,7,17,12,1,12,6620,915,47437
16,3,10,11,1,16,804,916,46250
18,7,18,3,0,1,26531,917,31580
2,7,5,6,2,9,909,918,37059
5,4,3,4,2,14,630,919,32138
73,17,43,32,0,16,770,920,31381
21,13,23,2,0,7,31044,921,84370
29,10,20,16,1,14,599,922,43014
98,11,42,18,0,17,15,923,33467
43,5,12,8,0,11,62,924,62622
2,2,5,2,1,2,121357,925,39428
2,11,8,12,2,11,705,926,42192
61,55,2,12,1,15,22490,927,32143
7,4,14,18,2,17,223,928,32976
54,8,39,1,2,7,25670,929,32484
24,8,26,8,2,17,303,930,38787
1,2,11,0,0,6,4174,931,38109
2,3,3,11,1,18,8356,932,50105
2,4,7,1,2,7,381,933,48728
1,3,8,2,1,6,20758,934,42451
2,5,10,5,0,12,29376,935,45537
23,10,21,1,0,12,1859,936,31725
2,2,6,5,0,1,18299,937,50658
4,3,4,5,2,6,17281,938,51658
2,4,2,3,0,3,64382,939,52126
4,2,15,2,0,10,10907,940,29843
23,3,18,5,0,7,32093,941,32762
0,15,27,8,2,18,1939,942,37008
6,6,7,8,2,12,22292,943,39420
1,3,5,4,0,8,3598,944,29162
2,3,3,8,0,12,3080,945,27125
3,2,6,0,0,8,198,946,35446
0,4,6,3,0,7,13562,947,28010
11,10,10,1,2,11,1712,948,49261
28,6,29,11,1,13,220,949,48028
25,7,30,9,2,10,3529,950,25878
6,5,24,10,0,9,3085,951,32599
175,21,117,14,0,20,2897,952,48960
47,15,46,15,1,12,1585,953,38650
109,14,90,12,1,17,3083,954,31679
7,2,12,6,0,7,900,955,29947
3,4,5,2,1,6,43795,956,34012
2,1,3,0,1,2,85638,957,17350
4,7,4,4,3,3,50001,958,36094
4,3,4,2,0,9,43905,959,25586
2,2,5,13,0,8,22688,960,38300
7,9,10,2,0,3,23114,961,27893
30,4,37,5,0,6,26378,962,32022
0,2,6,4,0,7,40206,963,41509
5,2,12,1,1,6,22356,964,39152
5,5,7,2,1,8,260,965,26029
2,0,17,9,0,5,43488,966,38235
3,2,4,3,0,8,22613,967,36241
4,3,6,0,0,7,10331,968,63350
2,1,5,2,2,10,488,969,43265
3,2,13,15,1,13,22733,970,46414
2,3,7,4,1,10,261,971,51459
0,6,7,0,0,5,57575,972,47162
2,2,15,5,1,9,32574,973,33891
3,3,9,1,0,6,22657,974,29855
4,1,11,3,0,2,76464,975,29588
4,1,4,11,0,14,22649,976,22879
4,1,4,11,0,14,22649,77141,50379
4,1,4,11,0,14,22649,976,22879
4,1,4,11,0,14,22649,77141,50379
5,3,6,6,1,7,176841,977,27980
4,1,5,19,2,5,125587,979,114007
8,2,9,4,0,1,39448,980,93229
1,1,6,2,0,1,52855,981,118927
1,7,4,4,1,10,39940,982,48491
0,0,2,2,0,0,172868,983,113730
4,6,5,1,0,3,85328,984,117357
0,0,0,1,0,0,124632,985,117669
0,2,5,0,1,6,11076,986,116329
1,7,7,6,0,5,63945,987,118742
2,8,6,3,4,4,58985,988,116442
3,4,5,8,0,9,890,989,114354
17,2,19,11,2,10,10861,990,117011
6,1,15,8,0,7,1770,991,117039
0,2,6,0,2,1,44465,992,117473
2,3,6,3,0,4,2033,993,116635
1,4,5,1,0,3,18203,994,115678
6,5,14,1,3,14,9333,996,116830
0,2,3,2,0,1,47260,997,115847
5,5,7,6,0,4,9400,998,117603
0,6,10,0,0,7,9401,999,115438
11,6,5,9,2,5,12241,1000,115994
1,2,1,1,0,0,25739,1001,83587
0,2,3,2,0,0,161806,1002,116167
19,10,26,0,1,6,11306,1003,116259
0,3,9,0,0,8,9625,1004,116421
2,3,13,2,1,8,10680,1005,116000
1,4,11,1,0,10,6346,1006,115862
0,1,8,1,0,3,18660,1007,72653
1,0,8,6,0,6,35115,1008,47977
0,2,6,1,0,2,14821,1009,72951
2,2,6,1,0,2,14136,1010,64603
1,1,4,2,0,5,10869,1011,71607
0,2,5,7,0,5,22660,1012,50798
1,8,5,3,0,1,19186,1013,55277
4,8,7,4,0,0,31102,1014,54195
6,5,4,0,3,6,6878,1015,107131
2,2,12,1,1,2,15944,1016,53271
1,2,8,1,1,10,18444,1017,54357
1,5,16,1,2,12,20723,1018,59793
3,0,17,4,0,7,173,1019,46672
4,0,11,3,3,7,864,1020,106611
2,1,13,0,0,1,24795,1021,109127
3,5,3,21,0,29,11224,1022,42332
1,0,6,6,0,11,81310,1023,63819
1,3,3,30,0,21,15947,1024,38166
2,2,6,4,0,9,9078,1025,57546
0,2,3,5,0,2,29682,1026,41890
11,3,21,2,0,7,8367,1027,102798
2,11,7,3,0,13,433,1028,58331
8,1,5,5,0,11,11360,1029,33563
3,4,10,6,0,3,11114,1030,76538
6,1,8,5,0,5,12335,1031,66817
3,4,8,12,0,18,12092,1032,43274
2,3,8,22,0,17,10948,1033,82406
1,7,6,0,1,9,11229,1034,116361
7,9,5,6,2,10,15121,1035,59742
21,6,20,42,4,29,562,1036,95016
0,2,9,7,0,4,10163,1037,104692
1,3,4,0,1,2,48862,1038,118044
0,0,0,1,0,0,117036,1039,114597
0,1,7,0,0,3,47199,1040,117582
26,17,13,0,0,6,11159,1041,117589
1,5,19,1,0,8,9591,1042,117887
3,6,4,1,3,8,30500,1043,117924
0,3,2,4,6,7,41843,1044,117791
1,4,8,3,0,3,55058,1045,116928
9,4,3,4,0,4,10938,1046,115640
2,4,9,2,2,6,11412,1047,116908
6,1,8,1,1,9,10586,1049,116409
1,4,11,8,2,8,42314,1050,116913
0,6,7,4,7,6,27845,1051,117958
1,4,5,7,0,3,108365,1052,117400
3,3,5,13,2,4,23223,1053,117202
1,3,14,0,0,2,49471,1054,116404
1,1,13,2,0,1,38153,1055,120107
0,3,6,6,3,5,25147,1056,116722
1,55,61,9,24,71,9716,1057,116242
4,0,4,1,0,2,43777,1058,115600
1,4,10,6,5,7,454,1059,117509
42,9,10,6,2,6,10218,1060,117802
4,1,16,2,3,11,819,1061,117665
0,3,2,2,0,1,38191,1062,117781
0,0,6,0,0,2,56830,1063,116714
0,2,8,39,0,10,11238,1064,115491
1,5,4,7,1,6,27256,1065,43140
24,3,23,5,0,12,31530,1066,29546
2,2,6,3,0,7,66473,1067,28757
2,2,10,3,0,4,28120,1068,39286
0,3,6,3,0,6,1834,1069,37101
1,2,6,1,0,6,26282,1070,44863
8,2,4,0,0,1,37218,1071,109823
23,3,10,7,0,7,252,1073,67992
13,0,0,2,0,0,116356,1075,111622
2,3,4,5,0,14,16372,1076,55018
0,3,6,0,0,11,11561,1077,70707
5,2,9,1,0,12,11302,1078,66808
12,3,10,9,3,15,623,1079,95159
8,2,9,21,0,17,583,1080,79470
2,3,7,1,0,7,12614,1081,84865
1,1,7,3,2,8,21711,1082,68334
1,3,13,0,0,6,11575,1083,59243
4,3,9,11,3,17,475,1084,61418
1,1,6,1,0,7,11331,1085,52027
4,2,12,6,0,11,521,1086,46912
1,0,0,0,0,1,21202,1087,113731
15,5,7,16,4,17,88,1088,92890
3,0,12,42,8,13,500,1089,105236
11,0,20,14,3,17,792,1090,91763
0,3,4,7,0,5,8491,1091,98627
4,11,20,4,3,13,402,1092,103772
4,10,15,26,5,20,10537,1093,101761
7,2,9,3,1,4,11386,1094,104036
5,2,12,24,5,11,9504,1095,104348
5,3,7,0,0,2,15764,1096,84707
7,3,3,8,4,9,601,1097,83866
0,1,8,2,0,0,67365,1098,117577
1,3,7,0,0,3,25842,1099,29992
1,3,8,2,1,14,2119,1100,99371
2,2,11,19,2,17,744,1101,92099
2,4,11,2,2,3,136311,1102,115531
10,8,23,7,0,6,221,1103,48545
9,3,7,10,0,12,702,1104,44081
4,4,4,1,0,9,25750,1105,115885
0,0,1,1,0,0,17642,1106,116859
5,2,5,3,0,4,427043,1109,115870
2,2,2,1,0,0,146341,1110,115684
0,1,1,12,0,3,9305,1111,117040
3,5,7,4,4,5,37616,1112,117284
8,11,22,2,3,13,11112,1113,115580
5,3,9,0,0,2,21612,1114,116378
4,0,1,1,0,0,141210,1115,114472
2,1,1,0,0,3,102461,1116,113057
26,2,7,0,0,3,36998,1117,116581
1,0,3,0,0,1,200383,1118,114622
5,6,7,12,2,4,116844,1119,112907
0,2,7,0,0,3,1630,1120,117318
5,6,13,2,0,0,26626,1121,116422
2,0,2,1,0,1,124837,1123,117320
0,2,3,5,2,11,11816,1124,82846
0,3,20,6,1,13,11843,1125,72081
0,3,4,4,0,7,10379,1126,101775
2,2,16,71,7,29,2756,1127,96754
5,4,6,18,2,13,790,1128,80749
1,2,11,2,1,11,1103,1129,82340
1,3,18,0,0,12,11298,1130,82533
3,2,5,4,3,7,4480,1131,91288
3,1,4,5,0,6,4481,1132,91480
5,1,2,6,0,0,49688,1134,107274
1,3,4,0,3,8,10765,1135,81375
9,4,6,4,0,12,762,1136,71853
9,0,2,4,0,3,44497,1137,116587
0,0,0,1,0,0,85588,1138,112777
5,2,2,18,0,1,278621,1139,116245
1,3,2,1,0,1,99479,1140,116212
8,4,4,4,0,2,55049,1143,117968
0,0,0,1,0,0,124829,1144,116886
0,0,1,0,0,0,79306,1145,117677
0,1,3,0,0,1,356054,1146,112759
11,2,15,3,1,11,10548,1147,118147
0,0,1,14,0,8,531,1148,108598
0,0,1,0,0,2,104931,1149,110173
27,4,8,11,0,0,4483,1150,84589
18,0,5,7,0,4,18919,1151,109781
1,0,9,0,0,11,31556,1152,40427
2,2,6,4,0,6,26167,1153,40723
4,2,7,0,1,6,26174,1154,39881
4,0,0,17,0,2,61461,1156,34493
3,1,1,2,0,4,117500,1157,39004
2,1,7,0,0,1,218713,1158,26465
3,1,3,0,0,1,217802,1159,26656
5,3,4,2,0,3,127973,1160,25799
9,4,7,2,1,7,659,1161,78875
1,1,5,3,2,7,30892,1162,69198
0,2,0,1,0,0,86369,1163,110521
3,3,1,5,1,4,8074,1164,60304
0,0,0,1,0,0,124676,1165,115715
6,10,13,7,5,6,38554,1167,116059
2,2,4,4,2,11,49763,1168,115610
2,0,2,3,1,0,41326,1169,99028
8,2,5,0,1,1,36555,1170,112483
2,4,19,19,3,10,10608,1171,103850
11,3,7,19,1,1,11216,1172,95765
7,4,13,4,0,7,7452,1173,97108
6,7,9,0,0,1,64567,1174,109942
4,2,8,17,1,5,892,1175,101700
13,4,4,17,2,5,1600,1176,101765
0,4,3,4,2,5,26561,1177,101811
5,1,13,13,1,11,975,1178,50825
10,4,17,1,0,5,18129,1179,99703
17,4,9,0,0,1,54405,1180,102014
1,1,4,0,0,2,150823,1181,120121
17,5,18,5,2,12,409,1183,116209
5,1,7,2,0,0,38251,1184,102426
11,4,7,27,1,11,10161,1185,97937
3,2,4,2,2,5,1412,1186,98724
2,9,6,1,1,6,41768,1187,105107
5,3,6,6,1,7,10409,1188,105488
3,1,0,2,0,4,14285,1189,96257
17,7,5,5,1,7,2469,1190,101026
3,1,4,5,2,2,10174,1191,102370
6,0,0,7,0,2,31225,1192,100332
9,7,17,26,4,12,510,1193,73486
3,2,7,2,0,4,11455,1194,78446
38,3,35,19,5,27,1891,1196,80684
10,4,13,0,5,13,2493,1197,93779
25,1,24,20,3,23,85,1198,82971
5,3,14,15,2,13,68,1199,88846
4,7,15,17,5,16,679,1200,90605
27,0,14,16,0,19,429,1201,60196
8,0,7,2,0,0,13446,1202,94336
5,0,12,6,0,11,389,1203,50083
26,0,27,23,3,19,947,1204,56172
10,2,7,2,2,9,185,1206,66921
21,10,25,20,3,11,595,1207,56592
5,4,27,18,1,30,28,1208,78788
1,1,12,4,1,11,335,1209,64116
93,4,31,1,0,11,1892,1210,86190
3,0,7,1,1,11,144,1211,93191
6,1,13,1,0,9,1092,1212,41959
79,17,41,32,8,27,769,1213,99685
2,3,5,8,2,20,348,1214,78748
2,3,6,7,1,10,766,1215,106308
11,3,8,6,0,8,175,1216,95250
17,1,6,23,0,10,11645,1217,89881
11,0,2,2,0,4,10835,1218,97202
10,6,14,9,1,12,539,1219,54215
26,7,21,10,2,10,525,1220,80455
14,16,54,26,1,26,240,1221,71562
17,1,21,20,3,18,600,1222,93058
0,0,1,7,0,3,530,1223,104361
6,3,21,0,0,8,10705,1224,97499
35,6,19,12,3,13,279,1225,86879
12,4,14,6,1,8,3109,1226,45061
18,6,14,17,3,10,311,1227,87843
20,3,24,30,3,17,1578,1228,81398
15,14,19,16,5,23,703,1230,75686
9,6,18,3,1,19,9549,1231,86197
1,1,3,14,0,6,1398,1232,79944
6,2,21,24,0,15,387,1233,82096
13,6,21,22,3,14,9277,1234,70735
0,5,6,0,0,10,343,1235,67185
4,2,4,1,1,7,37291,1236,103130
21,5,5,5,0,3,490,1237,50976
3,2,12,2,0,9,11235,1238,85859
15,6,12,34,5,15,218,1240,88247
3,7,6,4,2,9,763,1241,103873
1,0,16,25,2,17,9665,1242,97441
11,1,7,3,0,6,18971,1243,100519
1,7,7,1,3,11,696,1244,79522
24,3,17,25,5,13,379,1245,100150
1,2,12,0,1,10,207,1246,97165
7,2,4,2,1,5,37247,1247,61722
6,7,18,17,1,17,1480,1248,52311
37,3,12,7,0,7,9322,1249,100263
3,1,11,1,0,10,826,1250,50212
8,5,4,9,1,6,422,1251,56801
13,4,24,4,3,9,829,1252,71315
5,3,6,4,0,11,828,1253,43456
11,2,12,13,0,16,3090,1254,40897
6,0,4,1,0,6,9964,1255,92610
11,4,19,13,0,6,3063,1256,23969
5,5,8,11,1,5,13667,1257,88794
4,1,7,3,4,10,694,1258,81505
3,1,12,1,2,11,235,1259,92005
4,1,6,3,1,5,832,1260,22100
5,1,3,14,1,6,765,1261,92991
7,0,20,12,0,11,5925,1262,57115
39,5,6,28,3,16,11778,1263,77416
4,2,3,19,0,7,4485,1264,82269
10,7,13,22,5,17,137,1265,107048
10,5,19,22,2,19,33,1266,105695
2,6,10,2,0,12,982,1267,56218
3,7,9,3,2,6,8428,1268,100436
8,3,15,9,0,15,212,1269,36613
19,9,23,10,5,25,105,1270,88763
3,9,6,0,6,3,1633,1271,101921
5,1,36,22,0,29,11202,1272,66206
1,2,3,4,0,2,1554,1273,90967
9,2,1,17,0,5,149,1274,94625
2,4,10,9,0,13,8009,1275,91203
6,1,25,11,0,17,903,1276,61512
1,3,3,3,1,4,11673,1277,99334
9,4,21,19,4,21,3034,1278,72431
16,6,8,11,2,4,339,1279,102536
11,1,0,7,0,2,10404,1280,101640
24,3,32,11,0,11,914,1281,32553
1,0,3,8,0,28,756,1282,32455
19,5,33,19,0,14,288,1283,44706
1,5,7,3,1,10,910,1284,38355
7,7,9,3,2,6,2640,1285,97493
4,3,6,6,1,5,16633,1286,81534
20,6,31,25,3,23,665,1287,52618
24,7,18,1,2,12,11031,1288,88258
2,0,0,3,0,11,11314,1289,85809
0,5,4,5,3,7,15143,1290,94006
20,4,27,17,3,26,89,1291,97576
1,4,9,4,0,6,10322,1292,78841
33,6,53,10,1,19,783,1293,83987
5,4,11,7,0,8,10644,1295,96332
8,10,7,2,1,5,11257,1296,91867
3,7,13,7,3,11,14370,1297,89886
5,3,8,2,1,8,12104,1298,84503
18,1,10,5,3,7,625,1299,87553
15,2,2,6,0,7,8816,1300,89606
3,1,18,1,2,10,830,1301,49223
8,6,15,21,5,11,2323,1302,97351
5,0,8,6,2,8,983,1303,73341
6,1,14,2,0,15,642,1304,64115
5,3,5,16,5,12,655,1305,87884
6,5,9,14,0,10,10341,1306,101458
6,6,4,3,5,10,639,1307,98635
1,1,3,0,0,2,266022,1308,113369
3,1,4,3,0,0,168450,1309,114089
32,0,7,1,0,1,30180,1310,116589
2,3,7,2,0,1,31388,1311,117550
0,7,2,1,3,0,41801,1312,116293
0,3,12,0,0,1,66034,1313,116953
1,4,2,1,0,1,348138,1314,115754
3,0,0,2,0,0,96288,1315,114093
1,2,3,0,0,3,61536,1317,116601
5,3,7,18,0,5,18762,1318,112537
0,0,0,0,0,0,331367,1319,107314
1,1,23,23,2,22,8077,1320,103644
3,13,28,5,2,8,814,1321,82010
2,3,6,1,0,2,41671,1322,103678
0,5,5,2,0,0,27214,1323,85159
0,4,5,0,0,5,52263,1324,115535
1,4,7,1,0,2,33519,1325,106262
18,3,11,7,0,9,16235,1326,83550
2,6,9,1,0,8,11449,1327,78767
5,2,3,12,1,4,41848,1328,99030
4,2,4,9,0,5,25944,1329,71233
2,3,8,8,1,5,24913,1330,90655
5,3,7,1,1,10,49126,1331,75704
2,3,9,1,0,6,32076,1332,92632
1,7,8,3,4,10,571,1333,56869
26,1,3,13,0,8,8851,1334,51418
12,6,9,7,0,10,37843,1335,82083
3,2,8,9,2,8,32146,1336,101492
4,3,3,3,1,11,30346,1337,37549
13,6,10,1,2,12,6114,1339,103874
22,11,22,0,0,7,229,1340,26138
4,3,5,11,2,8,13549,1341,74258
2,7,6,23,3,16,9529,1342,103919
13,6,8,17,7,15,1598,1343,101540
10,4,12,14,1,7,11349,1344,55824
8,9,6,11,2,11,7340,1345,74285
0,4,6,4,2,8,6217,1346,83722
10,6,13,3,3,9,377,1347,87800
14,1,2,5,0,5,653,1348,13442
4,1,5,5,0,4,28198,1349,91651
11,5,16,19,2,11,794,1350,75005
1,2,5,28,6,14,31640,1351,115710
1,1,9,1,0,3,8744,1352,115495
2,3,3,1,0,1,25189,1353,117057
13,2,5,4,1,6,145,1354,115751
0,3,7,4,2,10,2212,1355,119791
1,4,9,4,2,12,199,1356,117731
2,2,6,3,2,5,7863,1357,117631
5,2,10,0,0,9,12498,1358,117666
4,3,13,2,0,10,9279,1359,116705
5,2,3,0,0,5,53234,1360,84116
1,0,4,0,0,2,17204,1361,117293
0,4,4,1,1,2,21539,1363,117372
2,0,6,27,0,0,85589,1364,113557
1,2,4,3,1,6,12709,1365,117477
3,6,6,1,2,7,20539,1366,115988
0,3,2,2,1,8,11674,1367,115433
6,1,6,7,0,0,199512,1368,42354
6,3,2,4,3,2,64900,1369,110171
14,4,26,39,4,30,1573,1370,99423
4,3,9,0,2,15,152,1371,79945
2,5,17,2,1,11,174,1372,102975
3,2,9,1,0,9,172,1373,98382
3,3,10,1,1,12,154,1374,84726
5,3,10,2,1,9,157,1375,88170
3,4,8,0,1,16,168,1376,92007
0,3,8,1,3,12,364,1377,103776
1,3,15,3,0,7,11967,1378,96487
0,1,17,4,0,5,9086,1379,100994
1,12,10,8,1,11,621,1380,77631
2,8,9,2,1,3,9037,1381,84021
7,7,9,1,0,8,10173,1382,100114
1,2,6,0,0,2,55687,1383,115471
12,12,16,7,2,6,168535,1384,117773
4,1,12,7,0,15,8845,1385,105690
4,1,5,4,0,5,46681,1386,52287
12,5,12,12,2,14,578,1387,73195
4,6,10,11,0,12,579,1388,77766
38,2,7,6,0,11,17692,1389,85750
0,4,13,4,0,2,17795,1390,117119
0,9,13,7,5,9,75,1391,116996
0,7,5,10,3,5,13891,1392,115906
3,6,14,0,1,8,9390,1393,116695
3,2,6,18,3,12,378,1394,93822
0,1,3,0,0,5,10896,1395,94155
1,3,16,3,3,9,2322,1396,105435
0,3,2,2,1,0,41240,1397,115633
2,1,4,4,1,2,26949,1398,116621
1,10,7,27,6,10,9819,1399,116999
0,4,3,2,0,0,49799,1400,117691
1,4,5,0,0,2,31908,1401,116410
3,1,10,3,2,12,46027,1404,119783
4,2,9,33,0,11,3179,1405,115641
3,4,2,6,2,4,1802,1406,112769
2,6,11,55,6,20,4232,1407,117571
2,3,10,36,3,20,9361,1408,104691
0,4,5,4,4,8,2928,1409,117038
0,4,7,0,0,3,30285,1410,116240
1,5,23,3,2,8,10549,1411,116477
0,3,6,0,0,3,58102,1412,117690
0,2,3,1,0,6,18451,1413,118163
0,4,4,21,7,12,27265,1414,117091
7,2,4,1,0,2,49935,1415,118100
6,3,3,0,0,9,8818,1416,116250
1,4,7,6,4,7,36758,1417,117364
7,1,3,18,0,13,36040,1419,67959
10,2,6,2,0,0,74239,1420,117028
3,2,16,2,1,7,9415,1422,119731
3,0,1,1,0,0,55146,1423,116506
2,1,3,4,0,4,303693,1424,116640
4,4,9,4,0,8,12145,1425,119115
